doi_r,title_r,old_filter_status,old_filter_confidence,new_filter_status,new_filter_confidence,new_filter_evidence
10.3897/biss.3.37178,The Additivity Project: Achieving additivity of structured taxonomic character data by persistently ,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.3485127,ERT Datasets for the paper of Nickschick et al. (2019) in Solid Earth,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1136/bmjebm-2019-pod.42,28 Reanalysis of the treatment for adolescents with depression study (TADS) under the restoring invi,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.sabcs18-1341,Abstract 1341: Magnetic isolation and identification of exosomes using Fe/Au nanowires,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1002/tea.21612,A vision for the next phase of JRST,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7554/elife.44494.016,"Author response: NetPyNE, a tool for data-driven multiscale modeling of brain circuits",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.20960/rhh.194,REPARACIÓN ENDOSCÓPICA PREAPONEURÓTICA (REPA) DE LA DIÁSTASIS DE LOS MÚSCULOS RECTOS ASOCIADA O NO A,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1111/1751-7915.13372,Breaking the state‐of‐the‐art in the chemical industry with new‐to‐Nature products <i>via</i> synthe,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1182/blood-2019-127873,"Validation of SIE, Sies, GITMO Operational Criteria for the Definition of Fitness in Elderly Patient",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1002/ajum.12159,Is it time to include assessment of the most common gynaecological condition in the routine ultrasou,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.31234/osf.io/hbnm9,A Reproduction of the Results of Onyike et al. (2003).,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.26226/morressier.5c8f9098b5d368000a26ba6c,0989 - Effect of Trochlear Dysplasia on Patellar Tracking: Dynamic Simulation,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.2587037,"Files for ""Ocellaris: a discontinuous Galerkin finite element solver for two-phase flows with high d",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.2556909,"Files for ""On exactly incompressible DG FEM pressure splitting schemes for the Navier-Stokes equatio",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.2556908,"Files for ""On exactly incompressible DG FEM pressure splitting schemes for the Navier-Stokes equatio",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1183/13993003.congress-2019.pa2806,Who do we exclude if we only consider subjects with excellent quality spirometry?Analysis of UK Biob,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.2587038,"Files for ""Ocellaris: a discontinuous Galerkin finite element solver for two-phase flows with high d",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.3372763,Cross-Domain Modeling of Sentence-Level Evidence for Document Retrieval,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.3372764,Cross-Domain Modeling of Sentence-Level Evidence for Document Retrieval,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.3381673,Cross-Domain Modeling of Sentence-Level Evidence for Document Retrieval,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1111/iej.13074,Clinical challenges and current trends in access cavity design and working length determination,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.3333834,Data files for Predicting Adverse Drug-Drug Interactions with Neural Embedding of Semantic Predicati,reproduction,high,needs_review,medium,phrase:reproduce results; no same-sentence cite
10.1101/687178,General neural mechanisms can account for rising slope preference in localization of ambiguous sound,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1158/1535-7163.targ-19-a045,Abstract A045: High-purity purification of exosome from multiple specimens and automation of the pro,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.3354623,"SQLite databases, results files, and code to accompany the paper, ""Temporally adaptive acoustic samp",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.34193/ei-a-5968,"Academic publishing and scholarly communications: Good reads, January 2016",reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5325/jnietstud.50.1.0001,Guest Editors' Introduction: Examining Moral Emotions in Nietzsche with the <i>Semantic Web Explorat,reproduction,high,needs_review,medium,phrase:reproduce results; no same-sentence cite
10.17265/1934-7391/2019.02.002,Translation and Validation of EORTC QLQ-PR25 Questionnaire for Assessing Quality of Life of Prostate,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1109/cleoe-eqec.2019.8872685,Cleo®/Europe-EQEC 2019: A Study of Laser-Engraving Surfaces Portability on Polymer for the Automotiv,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.kint.2019.01.001,"Citius, altius, fortius . . . . faster, higher, stronger",reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1016/j.eclinm.2019.04.008,Embarking on antidepressant response prediction using brain perfusion estimation,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.26434/chemrxiv.7699952.v2,Tautomeric Equilibria Revised,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.sabcs18-432,Abstract 432: Novel method for NGS analysis of actionable mutations in circulating tumor DNA specime,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.jalz.2019.06.4244,IC‐P‐130: ICOBRAIN DM: A NEW METHOD FOR HIPPOCAMPUS AND BRAIN LOBE SEGMENTATION IN ALZHEIMER'S DISEA,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.jalz.2019.06.3398,P3‐365: ICOBRAIN DM: A NEW METHOD FOR HIPPOCAMPUS AND BRAIN LOBE SEGMENTATION IN ALZHEIMER'S DISEASE,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1002/bimj.201900069,Editorial: Year 2018 report,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2019-432,Abstract 432: Novel method for NGS analysis of actionable mutations in circulating tumor DNA specime,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7208/chicago/9780226649894.003.0002,1 Record Recollections,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.31489/2019ch1/54-59,Estimation of uncertainty at reference buffer solution certification,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.3444089,"Data for manuscript Marmet, Studer, Lemoine, Grazioli, Bertholet &amp; Gmel (2019). Reconsidering th",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.3444088,"Data for manuscript Marmet, Studer, Lemoine, Grazioli, Bertholet &amp; Gmel (2019). Reconsidering th",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1053/j.semtcvs.2019.05.032,Decision-Making in Thoracic Aortic Aneurysm Surgery—Clinician and Patient View,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.18174/fairdata2018.16311,Keynote 6. Towards collaborative and FAIR science for a FACT. Prof. Dr. Jaap Heringa,reproduction,high,needs_review,medium,phrase:reproduce the results; no author-year cite
10.1158/1538-7445.am2019-2482,Abstract 2482: A portable bioinformatics pipeline for the FDA authorized IMPACT DNAseq assay,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1149/ma2019-01/9/708,Synthesis and Metrology for Large-Area Applications of Single-Wall Carbon Nanotube Forests,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.48550/arxiv.1908.04822,R-miss-tastic: a unified platform for missing values methods and workflows,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7600/jspfsm.68.133,Reliability and validity of the Japanese version of the Recovery-Stress Questionnaire for Athletes 7,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,The effects of enhanced sensori-motor rehabilitation on indices of functional performance in patient,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Stellar Population Models and Chemical Enrichment in Early-Type Galaxies,reproduction,high,needs_review,medium,phrase:reproduce the effects; no same-sentence cite
,Diagnostic précoce de la nécrose du tissu pancréatique par scanner de perfusion : l'étude K-Pa,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
,THE CONFIRMATION AND QUANTIFICATION OF TETRACYCLINE ANTIBIOTIC RESIDUES IN MILK BY LIQUID CHROMATOGR,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Quantification du volume des hyper signaux T2 pulmonaires dans la mucoviscidose : étude préliminaire,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
,An individualised approach to monitoring and prescribing training in elite youth football players,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.petrol.2020.107805,A material balance model based on mass conservation in the producing layer and gas and water injecti,reproduction,high,needs_review,medium,phrase:reproduces the results; no same-sentence cite
10.1002/lary.29360,Tracheoesophageal Diversion and Puncture for Preserving Phonation in Intractable Aspiration: A Case ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.31436/imjm.v18i2.656,MRI Evaluation of Anterolateral Ligament of the Knee: A CrossSectional Study in Malaysia,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1158/1538-7445.am2020-5385,Abstract 5385: Standardization and automation of volume reduction procedure for circulating tumor ce,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
